"","Age","Location","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","Price","Brand"
"361",12,"Pune",63400,"Diesel","Manual","First",17.8,1399,67,5,3.25,"Ford"
"362",21,"Kolkata",65000,"Petrol","Manual","First",17.3,993,60,5,0.65,"Maruti"
"364",10,"Kolkata",45000,"Diesel","Manual","First",23.59,1364,67.05,5,3.25,"Toyota"
"365",6,"Kolkata",26200,"Petrol","Manual","First",24.7,796,47.3,5,2.9,"Maruti"
"367",15,"Bangalore",90000,"Diesel","Automatic","Second",11,2993,235,5,17.75,"BMW"
"368",9,"Mumbai",74000,"Petrol","Automatic","Second",11.07,2496,179.5,5,8.25,"Nissan"
"369",9,"Coimbatore",37081,"Petrol","Automatic","First",18.9,1197,82,5,5.77,"Hyundai"
"370",7,"Hyderabad",39000,"Diesel","Manual","First",24.3,1248,88.5,5,9.49,"Maruti"
"371",16,"Mumbai",99000,"Diesel","Automatic","Third",12.07,2967,241.4,7,12.95,"Audi"
"372",9,"Chennai",38000,"Diesel","Automatic","First",17.9,2143,136,5,20,"Mercedes-Benz"
"374",9,"Chennai",93000,"Diesel","Manual","Second",20.45,1461,83.8,5,7.1,"Renault"
"375",7,"Mumbai",5900,"Diesel","Manual","First",21.43,1364,87.2,5,16.5,"Toyota"
"378",7,"Kochi",35676,"Petrol","Automatic","First",16,1497,117.3,7,9.48,"Honda"
"379",9,"Kochi",74310,"Diesel","Manual","First",24.4,1120,71,5,4,"Hyundai"
"381",10,"Kochi",41380,"Petrol","Automatic","Second",14.8,1595,120.7,5,11.77,"Mercedes-Benz"
"383",8,"Mumbai",28000,"Petrol","Manual","First",17.8,1497,117.3,5,8.75,"Honda"
"385",13,"Chennai",93982,"Petrol","Manual","First",17,1497,118,5,3.75,"Honda"
"387",7,"Mumbai",9000,"Petrol","Automatic","First",13.5,1999,246.74,5,34.5,"Jaguar"
"388",9,"Delhi",52516,"Petrol","Manual","First",18,1198,86.7,5,4.65,"Honda"
"389",9,"Bangalore",20000,"Petrol","Automatic","First",18.86,1598,122,4,32,"Mini"
"390",7,"Coimbatore",56451,"Diesel","Automatic","First",13.5,2987,282,5,62.81,"Mercedes-Benz"
"392",10,"Kolkata",17400,"Petrol","Manual","First",20.51,998,67.04,5,3.1,"Maruti"
"393",13,"Coimbatore",90207,"Diesel","Manual","First",21.1,1248,73.9,5,3.91,"Maruti"
"395",10,"Pune",85000,"Diesel","Manual","First",13.49,2179,138.03,5,3.5,"Tata"
"396",10,"Chennai",79271,"Diesel","Automatic","First",20.38,1968,143,5,16.5,"Audi"
"397",12,"Hyderabad",56000,"Diesel","Automatic","First",12.7,2179,187.7,5,30,"Land"
"398",14,"Pune",85001,"Diesel","Automatic","Second",12,2987,224,7,28,"Mercedes-Benz"
"399",6,"Hyderabad",12000,"Diesel","Automatic","First",13.5,2477,175.56,7,28,"Mitsubishi"
"402",7,"Coimbatore",34990,"Diesel","Automatic","First",12.7,2179,187.7,5,53.83,"Land"
"404",11,"Hyderabad",56000,"Diesel","Automatic","First",16.73,2993,218,5,33.5,"BMW"
"405",11,"Bangalore",75000,"Diesel","Automatic","First",14.74,2993,270.9,5,27.95,"Jaguar"
"406",14,"Hyderabad",57000,"Petrol","Automatic","First",13.7,1798,157.75,5,7.25,"Skoda"
"407",7,"Kochi",37542,"Diesel","Automatic","First",15.73,1968,174.33,5,25.71,"Audi"
"408",10,"Coimbatore",95649,"Diesel","Automatic","First",12.7,2179,187.7,5,29.67,"Land"
"409",11,"Jaipur",35299,"Diesel","Automatic","First",14.84,2143,170,5,19,"Mercedes-Benz"
"410",7,"Kochi",28464,"Diesel","Manual","First",15.4,2179,120,7,13.05,"Mahindra"
"411",9,"Mumbai",41000,"Diesel","Automatic","First",21.76,1995,190,5,25.5,"BMW"
"413",14,"Chennai",92098,"Diesel","Automatic","Second",16,2400,215,5,7.25,"Volvo"
"414",19,"Pune",5834,"Petrol","Manual","First",13.2,1495,94,5,0.8,"Hyundai"
"415",7,"Jaipur",40250,"Petrol","Manual","First",17.19,1197,81.86,5,6.9,"Hyundai"
"416",6,"Coimbatore",22397,"Petrol","Automatic","First",11.5,2996,367,5,70.99,"Mercedes-Benz"
"418",6,"Kochi",40322,"Petrol","Manual","First",18.9,1197,81.86,5,5.5,"Hyundai"
"419",11,"Mumbai",52576,"Petrol","Manual","First",13,1493,100,5,4.35,"Honda"
"420",14,"Kolkata",55000,"Petrol","Manual","First",16.47,1198,73.9,5,2.25,"Volkswagen"
"421",8,"Mumbai",47000,"Petrol","Automatic","First",15.26,1798,187.74,5,24.5,"Audi"
"422",14,"Hyderabad",42021,"Diesel","Manual","First",0,1968,107.1987058,5,5.45,"Volkswagen"
"423",7,"Coimbatore",23163,"Petrol","Manual","First",15.29,1591,121.3,5,12.03,"Hyundai"
"424",13,"Mumbai",50000,"Petrol","Automatic","Second",11.74,1796,186,5,8.5,"Mercedes-Benz"
"426",18,"Pune",108000,"Petrol","Manual","Second",17,1086,78.70500948,5,1.2,"Hyundai"
"427",11,"Bangalore",37000,"Diesel","Manual","First",23.59,1364,67.04,5,5.75,"Toyota"
"428",10,"Delhi",30000,"Petrol","Manual","Second",19.4,1198,86.8,5,3.2,"Honda"
"429",6,"Coimbatore",12831,"Petrol","Automatic","First",21.4,1197,83.1,5,9.89,"Maruti"
"432",5,"Coimbatore",24950,"Diesel","Manual","First",20.37,1461,108.45,5,13.37,"Renault"
"433",13,"Coimbatore",57832,"Diesel","Automatic","First",16.2,2993,258,5,25.82,"BMW"
"435",9,"Bangalore",33000,"Diesel","Automatic","Second",16.8,1984,150,5,22,"Volvo"
"436",17,"Ahmedabad",55100,"Petrol","Manual","First",18.9,998,67.1,5,1.45,"Maruti"
"437",16,"Kolkata",40000,"Petrol","Manual","First",17.7,1497,78,5,2,"Honda"
"438",7,"Kochi",31841,"CNG","Manual","First",15.1,1196,73,5,4.7,"Maruti"
"439",10,"Kolkata",15000,"Petrol","Manual","First",13.7,1399,98.79,8,3.75,"Chevrolet"
"440",8,"Coimbatore",82756,"Diesel","Manual","First",15.96,2523,62.1,7,7.7,"Mahindra"
"441",12,"Coimbatore",50243,"Petrol","Manual","First",0,1086,110.9838649,5,3.35,"Hyundai"
"442",10,"Hyderabad",20600,"Petrol","Manual","First",21.1,814,55.2,5,2.6,"Hyundai"
"443",7,"Coimbatore",29952,"Petrol","Automatic","First",13,1591,121.3,5,13.77,"Hyundai"
"444",7,"Mumbai",15000,"Petrol","Manual","Second",16.09,1598,103.5,5,7.1,"Volkswagen"
"446",10,"Hyderabad",67000,"Diesel","Manual","First",22.3,1248,74,5,2.5,"Tata"
"448",7,"Coimbatore",26185,"Petrol","Manual","First",18.6,1197,81.83,5,7.98,"Hyundai"
"449",10,"Bangalore",38000,"Diesel","Automatic","Second",14.16,1968,174.3,5,39,"Audi"
"450",13,"Chennai",67000,"Petrol","Manual","Second",18.5,1197,85.8,5,2.25,"Maruti"
"451",14,"Chennai",66000,"Petrol","Manual","Second",13.17,1999,114,5,3.85,"Mitsubishi"
"452",9,"Hyderabad",80883,"Diesel","Manual","First",12.8,2494,102,7,13.5,"Toyota"
"453",8,"Hyderabad",80219,"Diesel","Manual","First",27.62,793,47,5,3.5,"Maruti"
"454",6,"Delhi",12923,"Diesel","Manual","First",25.1,1248,88.5,5,8.92,"Maruti"
"455",8,"Coimbatore",86642,"Diesel","Automatic","First",15.17,1968,181,5,20.37,"Audi"
"458",8,"Pune",6800,"Petrol","Manual","First",18.6,1197,81.83,5,7.2,"Hyundai"
"459",12,"Hyderabad",82749,"Diesel","Manual","First",19.01,1461,108.45,5,5.99,"Renault"
"460",8,"Pune",51000,"Diesel","Manual","First",24.4,1120,71,5,5.25,"Hyundai"
"462",11,"Hyderabad",76476,"Petrol","Manual","First",16.47,1198,73.9,5,4.4,"Volkswagen"
"463",7,"Kolkata",14000,"Diesel","Manual","First",24,1120,70,5,4.6,"Hyundai"
"464",11,"Ahmedabad",47000,"Diesel","Manual","First",21.12,1248,88.8,5,2.95,"Tata"
"465",13,"Kolkata",48466,"Petrol","Manual","First",17,1497,118,5,3.26,"Honda"
"466",16,"Bangalore",46000,"Petrol","Manual","Second",17.92,1086,62.1,5,2.22,"Hyundai"
"467",12,"Hyderabad",162663,"Diesel","Manual","First",12.99,2494,100,7,10.5,"Toyota"
"468",7,"Coimbatore",25142,"Diesel","Manual","First",28.09,1248,88.5,5,8.26,"Maruti"
"469",11,"Delhi",69000,"Diesel","Manual","First",12.55,2982,169,7,14.45,"Toyota"
"471",6,"Kochi",26405,"Petrol","Automatic","First",12.6,1950,191.34,5,51.43,"Mercedes-Benz"
"473",12,"Kolkata",64284,"Diesel","Manual","First",17.72,1968,108.49,5,5.5,"Skoda"
"475",6,"Hyderabad",3678,"Petrol","Manual","First",18.16,1196,86.8,5,6.8,"Ford"
"476",11,"Mumbai",21000,"Petrol","Manual","First",16.8,1395,138.02,5,8.75,"Skoda"
"477",9,"Mumbai",67000,"Diesel","Manual","Second",19.87,1461,83.8,5,7,"Renault"
"478",9,"Delhi",24000,"Diesel","Automatic","Second",15.68,1999,177,5,33.5,"Land"
"479",13,"Chennai",75000,"Diesel","Manual","Second",20,1399,68,5,2.25,"Ford"
"480",16,"Hyderabad",179000,"Diesel","Automatic","Second",12.8,2953,156,7,4.24,"Ford"
"481",7,"Coimbatore",47198,"Diesel","Manual","First",12.55,2982,168.5,7,28.42,"Toyota"
"483",13,"Jaipur",91000,"Diesel","Manual","First",23.2,1248,73.94,5,3,"Maruti"
"484",11,"Pune",60000,"Diesel","Manual","First",23.08,1461,63.1,5,3.55,"Nissan"
"486",13,"Kolkata",31000,"Petrol","Automatic","First",10.8,2497,150,5,13.5,"BMW"
"487",7,"Pune",129000,"Diesel","Automatic","First",11,2987,258,7,56,"Mercedes-Benz"
"488",20,"Hyderabad",78000,"Petrol","Automatic","First",12,2354,187.4,5,3.99,"Honda"
"489",8,"Bangalore",32000,"Diesel","Automatic","First",17.01,1582,126.2,5,15.5,"Hyundai"
"492",10,"Jaipur",98000,"Petrol","Manual","First",16.02,1373,93.7,7,5.5,"Maruti"
"493",18,"Chennai",72000,"Diesel","Manual","Second",18.7,1896,66,5,3.2,"Skoda"
"494",9,"Pune",79000,"Petrol","Manual","First",18,1198,86.7,5,4,"Honda"
"495",20,"Chennai",29000,"Petrol","Manual","First",17.3,993,60,5,1.6,"Maruti"
"497",10,"Mumbai",35000,"Petrol","Automatic","First",16.5,1198,86.8,5,4.25,"Honda"
"498",13,"Ahmedabad",75000,"Petrol","Manual","First",18.9,998,67.1,5,2.6,"Maruti"
"499",16,"Mumbai",80000,"Petrol","Automatic","Second",12.1,2362,164.7,5,3.43,"Toyota"
"501",7,"Delhi",25000,"Diesel","Automatic","First",12.55,2982,168.5,7,32,"Toyota"
"502",10,"Mumbai",79000,"Diesel","Manual","First",22.7,1498,89.84,5,6.25,"Ford"
"503",14,"Hyderabad",86000,"Diesel","Manual","Second",17.8,1248,75,5,3.6,"Maruti"
"504",14,"Pune",137000,"Diesel","Automatic","First",13.5,2987,282,5,18.5,"Mercedes-Benz"
"505",9,"Mumbai",25000,"Petrol","Manual","Second",17.3,1497,117.3,7,4.25,"Honda"
"506",7,"Mumbai",8500,"Petrol","Manual","Second",18.9,1197,82,5,4.8,"Hyundai"
"507",9,"Bangalore",34000,"Diesel","Automatic","First",16,2179,140,7,13,"Mahindra"
"508",12,"Pune",41629,"Petrol","Manual","Second",14.83,1598,105,5,2.25,"Skoda"
"510",5,"Kochi",8587,"Petrol","Manual","First",15.29,1591,121.3,5,13.56,"Hyundai"
"511",7,"Delhi",30000,"Diesel","Manual","First",15.4,1997,120,7,12.25,"Mahindra"
"512",11,"Pune",64186,"Diesel","Manual","First",20.5,1598,103.5,5,3.76,"Skoda"
"514",13,"Hyderabad",75000,"Diesel","Automatic","First",11.7,2993,245,5,27.5,"BMW"
"515",11,"Coimbatore",27075,"Petrol","Manual","First",17.6,1496,88.73,5,4.95,"Toyota"
"516",12,"Ahmedabad",30000,"Petrol","Manual","First",22.5,998,67.04,5,3.3,"Maruti"
"517",8,"Chennai",69434,"Petrol","Manual","First",15.8,1591,121.3,5,8,"Hyundai"
"519",7,"Coimbatore",49275,"Diesel","Automatic","First",12.7,2179,187.7,5,45.64,"Land"
"521",10,"Ahmedabad",18000,"Petrol","Manual","Second",25.4,624,37.5,4,1,"Tata"
"522",7,"Coimbatore",41041,"Diesel","Automatic","First",17.68,1968,174.33,5,37.56,"Audi"
"523",15,"Kochi",80464,"Diesel","Automatic","Second",11,2987,198.5,5,9.29,"Mercedes-Benz"
"524",5,"Kochi",20667,"Petrol","Manual","First",22,1197,81.8,5,6.37,"Maruti"
"525",11,"Coimbatore",60283,"Petrol","Manual","First",14.6,1368,112,5,2.98,"Fiat"
"526",7,"Kochi",31696,"Petrol","Manual","First",20.4,1197,81.8,5,5.75,"Maruti"
"528",10,"Mumbai",13361,"Petrol","Manual","First",16.02,1373,93.7,7,6.8,"Maruti"
"530",10,"Jaipur",47399,"Petrol","Manual","First",16.02,1373,93.7,7,5.6,"Maruti"
"532",11,"Coimbatore",65278,"Diesel","Manual","First",14.66,2199,194.3,7,8.36,"Hyundai"
"533",19,"Jaipur",108000,"Diesel","Manual","First",17,1405,70,5,1,"Tata"
"535",13,"Hyderabad",130002,"Diesel","Manual","First",19.3,1248,73.9,5,3.85,"Maruti"
"536",12,"Hyderabad",107000,"Diesel","Manual","First",17.8,1399,67,5,3,"Ford"
"537",9,"Coimbatore",41950,"Petrol","Automatic","First",18,1497,117.3,5,9.6,"Honda"
"539",8,"Mumbai",9000,"Petrol","Manual","First",18,1198,86.7,5,5.75,"Honda"
"540",10,"Delhi",43900,"Diesel","Manual","First",22.54,1396,88.73,5,6.75,"Hyundai"
"542",5,"Kochi",13190,"Petrol","Automatic","First",0,1950,181.43,5,38.99,"Mercedes-Benz"
"544",12,"Mumbai",55000,"Diesel","Manual","First",12.99,2494,100,7,9.51,"Toyota"
"547",7,"Coimbatore",31645,"Diesel","Automatic","First",20.68,1995,190,5,29.4,"BMW"
"550",14,"Pune",109200,"Petrol","Manual","Second",17.5,1298,85.8,5,2.2,"Maruti"
"551",12,"Pune",80000,"Diesel","Manual","First",15.1,2179,140,7,6.5,"Mahindra"
"552",17,"Ahmedabad",51000,"Petrol","Manual","First",13.5,1799,130,5,4.9,"Honda"
"553",11,"Pune",105000,"Diesel","Manual","Second",25.47,1248,88.5,7,6.75,"Maruti"
"555",11,"Delhi",12100,"Petrol","Automatic","First",9.9,1984,207.8,2,29.5,"Audi"
"556",7,"Hyderabad",31000,"Diesel","Manual","First",21.13,1498,108.4,5,10.5,"Skoda"
"557",9,"Hyderabad",50000,"Diesel","Manual","First",20.14,1498,88.8,5,6.2,"Volkswagen"
"558",15,"Jaipur",48000,"Diesel","Automatic","First",17,1896,105,5,5,"Skoda"
"559",17,"Chennai",35000,"Diesel","Manual","First",19.2,1461,65,5,2.3,"Mahindra"
"560",8,"Ahmedabad",100200,"Diesel","Automatic","First",11.36,2755,171.5,7,17,"Toyota"
"561",10,"Bangalore",47000,"Diesel","Automatic","First",18.88,1995,184,5,25.5,"BMW"
"564",9,"Kochi",37340,"Diesel","Automatic","First",16.36,2179,187.7,5,29.98,"Jaguar"
"565",8,"Coimbatore",38461,"Diesel","Manual","First",26.59,1248,74,5,7.39,"Maruti"
"566",6,"Jaipur",29000,"Diesel","Manual","First",17.1,1956,170,5,19,"Jeep"
"567",14,"Pune",31000,"Petrol","Manual","First",12.5,1794,132,5,5,"Toyota"
"569",11,"Chennai",49000,"Petrol","Manual","First",18.6,1197,85.8,5,4.45,"Maruti"
"571",12,"Jaipur",105000,"Diesel","Manual","Second",15.96,2523,62.1,7,6,"Mahindra"
"573",18,"Chennai",83072,"Petrol","Manual","First",17,1086,78.42131242,5,1.4,"Hyundai"
"574",12,"Hyderabad",202082,"Diesel","Automatic","First",17.68,1968,174.33,5,12.3,"Audi"
"576",6,"Coimbatore",33558,"Diesel","Manual","First",20.14,1498,88,5,8.12,"Volkswagen"
"577",12,"Coimbatore",60271,"Diesel","Manual","First",13.6,2523,63,7,6.12,"Mahindra"
"578",7,"Coimbatore",45366,"Diesel","Manual","First",25.1,1498,98.6,5,10.88,"Honda"
"579",10,"Kolkata",9500,"Petrol","Manual","First",18.2,1199,82.5,5,3.5,"Chevrolet"
"580",8,"Kochi",42362,"Petrol","Manual","First",18.6,1197,81.83,5,6.15,"Hyundai"
"584",10,"Kochi",79926,"Diesel","Automatic","First",11.33,4134,335.2,7,29.77,"Audi"
"586",9,"Bangalore",59000,"Petrol","Manual","First",18.5,1197,80,5,5.75,"Hyundai"
"587",18,"Bangalore",47088,"Petrol","Automatic","Second",10.13,3498,364.9,5,19,"Mercedes-Benz"
"588",10,"Ahmedabad",55000,"Diesel","Manual","First",20.45,1461,83.8,5,4.75,"Renault"
"590",11,"Delhi",71932,"Diesel","Automatic","First",12.55,2982,168.5,7,16.5,"Toyota"
"591",10,"Mumbai",19000,"Diesel","Automatic","First",15.97,2993,258,7,44,"BMW"
"592",13,"Hyderabad",81759,"Diesel","Manual","First",19.3,1248,73.9,5,4.39,"Maruti"
"594",8,"Kochi",58953,"Petrol","Automatic","First",13.53,1984,177.01,5,24.22,"Audi"
"595",16,"Mumbai",93000,"Diesel","Manual","Third",10.5,2835,107.2,6,5.45,"Mitsubishi"
"597",5,"Coimbatore",40674,"Diesel","Automatic","First",11.36,2755,171.5,7,24.82,"Toyota"
"598",9,"Mumbai",50000,"Diesel","Automatic","First",19.3,1968,141,5,11.69,"Skoda"
"600",14,"Pune",60000,"Petrol","Manual","First",19.7,796,35,8,1.45,"Maruti"
"601",6,"Mumbai",10003,"Diesel","Automatic","First",17.9,2143,170,5,48.5,"Mercedes-Benz"
"602",8,"Mumbai",25000,"Diesel","Automatic","First",21.5,1498,108.5,5,9.45,"Volkswagen"
"603",9,"Ahmedabad",73000,"Diesel","Manual","First",16,2179,140,7,12.5,"Mahindra"
"604",10,"Hyderabad",59962,"Diesel","Manual","First",20.45,1461,83.8,5,6.9,"Nissan"
"605",12,"Jaipur",72000,"Diesel","Manual","Second",22.32,1582,126.32,5,5.8,"Hyundai"
"607",9,"Bangalore",35000,"Diesel","Manual","Second",15.4,2179,120,7,8.5,"Mahindra"
"609",15,"Pune",94000,"Diesel","Automatic","Second",12.07,2967,241.4,7,12,"Audi"
"610",14,"Coimbatore",64236,"Petrol","Manual","First",14.7,1150,76,5,2.44,"Chevrolet"
"611",24,"Kolkata",124000,"Diesel","Manual","First",13.6,2523,63,7,1.95,"Mahindra"
"612",10,"Mumbai",7400,"Petrol","Manual","First",19.1,1197,82,5,4.35,"Hyundai"
"613",7,"Hyderabad",52000,"Diesel","Manual","First",13.68,2393,147.8,8,17.5,"Toyota"
"615",11,"Delhi",64000,"Diesel","Manual","First",22.07,1199,73.9,5,2.9,"Volkswagen"
"620",13,"Kochi",54316,"Petrol","Manual","Second",12.8,2354,177.6,5,4.29,"Honda"
"624",8,"Kochi",51884,"Diesel","Manual","First",16,2179,140,7,12.46,"Mahindra"
"625",10,"Delhi",67407,"Diesel","Manual","First",21.27,1396,88.76,5,4.65,"Hyundai"
"626",10,"Hyderabad",107825,"Diesel","Manual","First",13,2982,168.5,7,20.5,"Toyota"
"627",18,"Chennai",82453,"Diesel","Manual","First",13.6,2523,63,8,2.9,"Mahindra"
"629",22,"Chennai",70000,"Petrol","Manual","Third",0,1086,78.68933748,5,0.65,"Hyundai"
"630",8,"Mumbai",11000,"Diesel","Automatic","First",20.7,1496,113.98,5,29.5,"Mini"
"633",7,"Jaipur",37000,"Diesel","Manual","First",14.1,2179,154,7,11.25,"Tata"
"634",7,"Kochi",32249,"Diesel","Manual","First",21.9,1498,98.6,7,10.79,"Honda"
"635",11,"Kolkata",58000,"Diesel","Manual","First",19.33,1968,138.03,5,5.9,"Volkswagen"
"636",7,"Jaipur",28360,"Petrol","Manual","First",19.1,1197,81.86,5,5.12,"Hyundai"
"640",11,"Kolkata",25000,"Petrol","Manual","First",20.36,1197,78.9,5,2.65,"Hyundai"
"641",8,"Coimbatore",37882,"Diesel","Manual","First",22.32,1582,126.3,5,9.19,"Hyundai"
"644",14,"Kolkata",35000,"Petrol","Manual","Second",18.6,1199,79.4,5,1.5,"Chevrolet"
"645",20,"Jaipur",200000,"Petrol","Manual","First",0,1086,108.5615211,5,0.8,"Hyundai"
"646",15,"Jaipur",82000,"Diesel","Manual","Second",13.5,1405,125.1161971,5,0.75,"Tata"
"647",12,"Delhi",72450,"Diesel","Manual","First",15.1,2179,140,7,8.1,"Mahindra"
"648",7,"Jaipur",36381,"Diesel","Manual","First",28.09,1248,88.5,5,9.75,"Maruti"
"649",7,"Coimbatore",25559,"Diesel","Automatic","First",19.71,2143,201.15,5,37.93,"Mercedes-Benz"
"650",19,"Chennai",100000,"Petrol","Automatic","Third",16.4,1497,78,5,1.96,"Honda"
"653",7,"Mumbai",10501,"Petrol","Automatic","First",9.43,1999,237.4,5,75,"Jaguar"
"654",15,"Chennai",47000,"Diesel","Manual","First",21.9,1396,90,5,2.8,"Hyundai"
"655",7,"Mumbai",18000,"Petrol","Automatic","First",16,1497,117.3,7,9.25,"Honda"
"658",10,"Mumbai",35000,"Diesel","Manual","First",12.99,2494,100.6,7,12.75,"Toyota"
"659",10,"Jaipur",64000,"Diesel","Manual","First",24,1120,70,5,4.15,"Hyundai"
"660",11,"Mumbai",36000,"Petrol","Automatic","First",14.8,1598,105,5,4.65,"Volkswagen"
"663",9,"Pune",65000,"Diesel","Manual","Second",23.2,1248,73.94,5,3.27,"Maruti"
"664",16,"Pune",120300,"Diesel","Automatic","Second",12.07,2967,241.4,7,18,"Audi"
"665",8,"Pune",21000,"Petrol","Manual","First",18.6,1197,81.83,5,6.3,"Hyundai"
"666",7,"Coimbatore",18108,"Diesel","Manual","First",24.3,1248,88.5,5,11.31,"Maruti"
"668",10,"Pune",49500,"Petrol","Manual","First",20.73,1373,91.1,5,6,"Maruti"
"669",11,"Kochi",37199,"Petrol","Automatic","First",17.5,1498,99.6,5,5.43,"Nissan"
"670",12,"Hyderabad",62000,"Diesel","Manual","First",22.07,1199,73.9,5,4.65,"Volkswagen"
"671",9,"Hyderabad",59000,"Diesel","Manual","First",20.77,1248,88.8,7,7.5,"Maruti"
"672",9,"Jaipur",60000,"Diesel","Manual","First",26.59,1248,74,5,6.25,"Maruti"
"673",17,"Bangalore",39037,"Diesel","Automatic","First",14.84,2143,170,5,9.25,"Mercedes-Benz"
"674",11,"Mumbai",17003,"Petrol","Manual","First",19.4,1198,86.8,5,3.15,"Honda"
"675",16,"Hyderabad",80400,"Petrol","Manual","First",16,1086,66.7,5,2.3,"Hyundai"
"676",12,"Jaipur",75200,"Diesel","Manual","First",22.32,1582,126.32,5,5.25,"Hyundai"
"678",18,"Pune",98293,"Petrol","Manual","Second",13.8,1299,70,5,1.55,"Ford"
"679",7,"Pune",54000,"Petrol","Manual","Second",16.2,1199,74,5,6,"Volkswagen"
"680",8,"Chennai",17377,"Petrol","Manual","First",18.7,1199,88.7,5,5.9,"Honda"
"681",11,"Bangalore",33800,"Diesel","Manual","Second",25.8,1498,98.6,5,4.7,"Honda"
"682",9,"Hyderabad",86157,"Diesel","Manual","First",22.54,1396,88.73,5,6.5,"Hyundai"
"686",7,"Pune",38000,"Diesel","Manual","First",24.3,1248,88.5,5,7.99,"Maruti"
"687",15,"Bangalore",64000,"Petrol","Manual","Second",17,1197,80,5,4.1,"Hyundai"
"688",7,"Hyderabad",25058,"Petrol","Automatic","First",24.07,998,67.1,5,3.95,"Maruti"
"689",8,"Kochi",36700,"Petrol","Manual","First",21.1,814,55.2,5,4.38,"Hyundai"
"690",13,"Mumbai",35000,"Petrol","Manual","First",20.36,1197,78.9,5,2.75,"Hyundai"
"691",8,"Coimbatore",22732,"Petrol","Automatic","First",18.1,3498,306,2,55.54,"Mercedes-Benz"
"692",10,"Hyderabad",48000,"Diesel","Automatic","First",18.53,1968,187.74,5,29,"Audi"
"693",11,"Bangalore",62084,"Diesel","Manual","First",22.77,1498,98.59,5,6.6,"Ford"
"694",12,"Kolkata",39273,"Diesel","Automatic","First",14.3,1968,140,5,6.99,"Volkswagen"
"695",7,"Bangalore",64798,"Diesel","Manual","First",13.68,2393,147.8,7,18.75,"Toyota"
"696",14,"Jaipur",100002,"Diesel","Manual","Third",20,1399,68,5,1.28,"Ford"
"697",18,"Pune",78000,"Petrol","Manual","Third",14.49,1399,92.7,5,1.2,"Chevrolet"
"698",11,"Coimbatore",57717,"Petrol","Manual","First",18.5,1197,85.8,5,4.31,"Maruti"
"699",13,"Chennai",109000,"Diesel","Automatic","First",12.39,2179,147.51,5,16.5,"Land"
"700",7,"Coimbatore",74515,"Petrol","Manual","First",18.9,1197,82,5,5.64,"Hyundai"
"702",11,"Kochi",13452,"Diesel","Automatic","First",12.8,1968,167.6,5,25.46,"Audi"
"703",7,"Kochi",37688,"Petrol","Manual","First",17.01,1591,121.3,5,7.88,"Hyundai"
"705",10,"Pune",120000,"Diesel","Automatic","First",0,2987,165,5,30,"Mercedes-Benz"
"706",16,"Pune",64000,"Petrol","Manual","Second",17.5,1298,85.8,5,2.85,"Maruti"
"707",13,"Delhi",100000,"Petrol","Manual","First",13,1343,90,5,3.5,"Honda"
"708",10,"Jaipur",75000,"Diesel","Manual","First",20.46,1461,83.8,5,7.5,"Renault"
"709",12,"Hyderabad",86000,"Diesel","Automatic","First",14.84,2143,170,5,19,"Mercedes-Benz"
"710",9,"Hyderabad",69000,"Diesel","Automatic","First",15.97,2993,258,5,54,"BMW"
"711",9,"Kochi",41721,"Petrol","Manual","First",19.1,1197,82,5,4.7,"Hyundai"
"712",7,"Hyderabad",13000,"Petrol","Automatic","First",22,1197,81.8,5,8.5,"Maruti"
"713",11,"Kolkata",38998,"Diesel","Automatic","First",16.07,1995,181,4,17,"BMW"
"714",7,"Kochi",54250,"Petrol","Manual","First",22.74,796,47.3,5,3.51,"Maruti"
"715",11,"Bangalore",45979,"Diesel","Automatic","Second",17.11,1968,174.33,5,19.5,"Audi"
"716",12,"Pune",37000,"Petrol","Automatic","Second",13.6,1598,181,4,17,"Mini"
"717",9,"Coimbatore",46983,"Diesel","Automatic","Second",12.07,2967,241.4,7,43.35,"Audi"
"718",12,"Bangalore",40700,"Diesel","Manual","First",25.44,936,57.6,5,2.65,"Chevrolet"
"720",8,"Kolkata",53000,"Diesel","Manual","First",19.01,1461,108.5,5,6.25,"Nissan"
"721",9,"Ahmedabad",100000,"Diesel","Automatic","First",18.88,1995,184,5,24.75,"BMW"
"722",9,"Mumbai",19000,"Petrol","Manual","First",20.85,1197,83.14,5,5.25,"Maruti"
"723",8,"Jaipur",84000,"Diesel","Manual","First",17.72,1968,108.5,5,11,"Skoda"
"725",14,"Chennai",67714,"Petrol","Manual","First",18.5,1197,80,5,3.25,"Hyundai"
