"","X","Year","Age","Name","Location","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","New_Price"
"797",804,2010,14,"Maruti Alto LXI","Hyderabad",54486,"Petrol","Manual","First",19.7,796,46.3,5,4.42701160094495
"798",805,2017,7,"Jaguar XF 2.0 Petrol Portfolio","Kolkata",18366,"Petrol","Automatic","First",10.8,1997,246.74,5,66.71
"799",806,2010,14,"Tata Manza Aqua Safire","Kolkata",16000,"Petrol","Manual","First",15,1368,90,5,9.86547295505857
"800",807,2017,7,"Tata Nano XTA","Coimbatore",31176,"Petrol","Automatic","First",21.9,624,37.48,4,9.64665173244884
"801",808,2012,12,"BMW X1 sDrive20d","Jaipur",88375,"Diesel","Automatic","Second",17.05,1995,184,5,52.4012599324785
"802",809,2017,7,"Maruti Wagon R AMT VXI","Jaipur",34500,"Petrol","Automatic","First",20.51,998,67,5,6.63110922913416
"803",810,2012,12,"Toyota Fortuner 4x4 MT","Hyderabad",80000,"Diesel","Manual","First",12.55,2982,168.5,7,24.6420226606584
"804",811,2013,11,"Volkswagen Polo Diesel Trendline 1.2L","Delhi",46000,"Diesel","Manual","First",22.07,1199,73.9,5,9.26679908938987
"805",812,2009,15,"Honda Civic 2010-2013 1.8 V AT","Mumbai",70000,"Petrol","Automatic","Third",13.9,1799,130.2,5,33.888907058375
"806",813,2009,15,"BMW 7 Series 2007-2012 730Ld","Hyderabad",51000,"Diesel","Automatic","First",14.49,2993,258,5,61.9153121261939
"807",814,2017,7,"Mahindra XUV500 AT W10 FWD","Delhi",25000,"Diesel","Automatic","First",16,2179,140,7,36.4223456913918
"808",815,2017,7,"Hyundai Elantra SX AT","Coimbatore",25132,"Petrol","Automatic","First",14.5,1797,147.4,5,29.7781707831664
"809",816,2011,13,"Toyota Corolla Altis G","Delhi",70000,"Petrol","Manual","First",14.53,1798,138.1,5,17.9734756236017
"810",817,2015,9,"Maruti Alto 800 2016-2019 LXI","Kochi",48913,"Petrol","Manual","First",24.7,796,47.3,5,4.16381284583936
"811",818,2014,10,"Honda City i-DTEC SV","Hyderabad",63000,"Diesel","Manual","First",25.6,1498,98.6,5,13.33
"812",819,2011,13,"Maruti Alto LXi","Jaipur",90000,"Petrol","Manual","First",19.7,796,46.3,5,4.65064936422102
"813",820,2013,11,"Honda Brio S MT","Chennai",55000,"Petrol","Manual","First",19.4,1198,86.8,5,6.98734738750748
"814",821,2013,11,"Volkswagen Polo Petrol Comfortline 1.2L","Mumbai",51000,"Petrol","Manual","First",16.47,1198,73.9,5,6.92338159066469
"815",822,2012,12,"Maruti Ritz ZXi","Pune",35844,"Petrol","Manual","Second",18.5,1197,85.8,5,7.04735006998856
"816",823,2012,12,"Nissan 370Z AT","Kolkata",14850,"Petrol","Automatic","First",10,3696,328.5,2,59.9605986667119
"817",824,2014,10,"Audi A6 2011-2015 2.0 TDI","Hyderabad",98000,"Diesel","Automatic","First",17.68,1968,174.33,5,52.4869376980292
"818",825,2015,9,"Hyundai i20 Asta 1.2","Mumbai",17000,"Petrol","Manual","First",18.6,1197,81.83,5,7.21695188913194
"819",826,2013,11,"Hyundai Verna 1.6 CRDI","Mumbai",42670,"Diesel","Manual","First",22.32,1582,126.3,5,14.5973247280902
"820",827,2014,10,"BMW 6 Series Gran Coupe","Kochi",33128,"Diesel","Automatic","First",17.54,2993,313,4,53.9298993723868
"821",828,2018,6,"Maruti Alto K10 VXI","Chennai",7300,"Petrol","Manual","Second",24.07,998,67.1,5,4.5
"822",829,2016,8,"Hyundai i20 1.4 Sportz","Kolkata",53416,"Diesel","Manual","First",22.54,1396,88.73,5,10.2342542222328
"823",830,2011,13,"Toyota Etios G","Chennai",47000,"Petrol","Manual","Second",17.6,1496,88.73,5,9.08939823148626
"824",831,2008,16,"Hyundai Sonata Embera 2.0L CRDi MT","Ahmedabad",72002,"Diesel","Manual","Second",13.6,1991,142,5,35.708920638664
"825",832,2016,8,"Skoda Rapid 1.5 TDI AT Ambition","Pune",47000,"Diesel","Automatic","First",21.72,1498,108.4,5,15.11
"826",833,2016,8,"Audi A6 2011-2015 35 TDI Technology","Coimbatore",47634,"Diesel","Automatic","First",17.68,1968,174.33,5,51.3266854945268
"827",834,2015,9,"Volkswagen Polo 1.2 MPI Highline","Ahmedabad",62000,"Petrol","Manual","First",16.47,1198,74,5,6.96593775051761
"828",835,2013,11,"Ford Classic 1.4 Duratorq CLXI","Chennai",65000,"Diesel","Manual","Second",19.68,1399,67,5,9.73832049152571
"829",836,2014,10,"Renault Koleos 4X2 MT","Hyderabad",92448,"Diesel","Manual","First",17.15,1995,147.9,5,28.7219405968106
"830",837,2014,10,"Ford Ecosport 1.5 DV5 MT Ambiente","Chennai",68000,"Diesel","Manual","First",22.7,1498,89.84,5,9.96576599308839
"831",838,2011,13,"Land Rover Freelander 2 TD4 SE","Mumbai",87000,"Diesel","Automatic","First",0,2179,115,5,28.6864271235984
"832",839,2016,8,"Honda Amaze E i-DTEC","Pune",108000,"Diesel","Manual","First",25.8,1498,98.6,5,12.7916966626969
"833",840,2015,9,"Volvo V40 Cross Country D3","Chennai",60000,"Diesel","Automatic","First",23.3,1984,150,5,50.5175517349353
"834",841,2011,13,"Hyundai i10 Magna","Chennai",82000,"Petrol","Manual","First",20.36,1197,78.9,5,7.14820570933937
"835",842,2016,8,"Ford Figo 1.2P Titanium MT","Jaipur",26189,"Petrol","Manual","First",18.16,1196,86.8,5,6.87093052948798
"836",843,2016,8,"Maruti Ciaz VDi Option SHVS","Jaipur",26300,"Diesel","Manual","First",28.09,1248,88.5,5,9.51252595057309
"837",844,2016,8,"Toyota Fortuner 4x2 AT TRD Sportivo","Mumbai",35000,"Diesel","Automatic","First",12.55,2982,168.7,7,32.135875138112
"838",845,2010,14,"Tata Indica Vista Terra Quadrajet 1.3L BS IV","Pune",67000,"Diesel","Manual","First",18,1248,75,5,9.29566416356662
"839",846,2012,12,"Hyundai EON Magna","Jaipur",42285,"Petrol","Manual","First",22,814,55,5,4.21206507890079
"840",847,2017,7,"Mahindra KUV 100 mFALCON G80 K6 Plus","Kolkata",7000,"Petrol","Manual","First",18.15,1198,82,6,6.96926084596487
"841",848,2016,8,"Hyundai i20 1.2 Spotz","Pune",42000,"Petrol","Manual","First",18.6,1197,81.83,5,7.17063882983477
"842",849,2015,9,"Hyundai Santro Xing GLS","Kochi",56967,"Petrol","Manual","First",17.92,1086,62.1,5,5.23194262965147
"843",850,2019,5,"Mercedes-Benz GLA Class 220 d 4MATIC","Coimbatore",29566,"Diesel","Automatic","First",17.9,2143,170,5,49.12
"844",851,2015,9,"Maruti Wagon R Stingray LXI","Kochi",41836,"Petrol","Manual","First",20.51,998,67.04,5,5.12495586777964
"845",852,2018,6,"Mahindra Bolero Power Plus ZLX","Coimbatore",19764,"Diesel","Manual","First",16.5,1493,70,7,10.51
"846",853,2009,15,"Tata Indica Vista Aura 1.3 Quadrajet","Kolkata",134000,"Diesel","Manual","First",18,1248,75,5,9.92031287444817
"847",854,2018,6,"Hyundai Elite i20 Petrol Sportz","Delhi",8321,"Petrol","Manual","First",18.6,1197,81.86,5,7.20239312013484
"848",855,2015,9,"Tata Indica Vista TDI LS","Pune",174000,"Diesel","Manual","First",19.1,1405,70,5,9.04795646347279
"849",856,2002,22,"Toyota Qualis FS B3","Pune",119613,"Diesel","Manual","Second",13.1,2446,75,10,12.756183951549
"850",857,2017,7,"Maruti Swift Dzire LXI","Chennai",21000,"Petrol","Manual","First",20.85,1197,83.14,5,6.98530237307556
"851",858,2015,9,"Volkswagen Vento 1.5 TDI Highline","Mumbai",55600,"Diesel","Manual","First",20.34,1498,103.2,5,13.5575836870106
"852",859,2014,10,"Fiat Linea Classic 1.3 Multijet","Kolkata",61000,"Diesel","Manual","First",19.5,1248,75,5,8.65
"853",860,2013,11,"Honda Brio S MT","Pune",38428,"Petrol","Manual","Second",19.4,1198,86.8,5,7.035817818145
"854",862,2012,12,"Hyundai i20 1.2 Asta","Mumbai",18000,"Petrol","Manual","First",17,1197,80,5,6.91849045631025
"855",863,2019,5,"Ford Endeavour 2.2 Titanium AT 4X2","Chennai",7000,"Diesel","Automatic","First",12.62,2198,158,7,31.2415095327409
"856",864,2016,8,"Hyundai i20 1.2 Asta","Kochi",24779,"Petrol","Manual","First",18.6,1197,81.83,5,7.3266354787437
"857",865,2019,5,"Maruti Wagon R VXI 1.2","Kochi",17431,"Petrol","Manual","First",21.5,1197,81.8,5,5.79
"858",866,2008,16,"Mahindra Scorpio VLS 2.2 mHawk","Chennai",88000,"Diesel","Manual","First",12.05,2179,120,8,20.8617465625716
"859",867,2015,9,"Maruti Wagon R LXI","Kochi",29347,"Petrol","Manual","First",22.5,998,67.04,5,5.04
"860",868,2015,9,"Maruti Ciaz VDi","Ahmedabad",24000,"Diesel","Manual","First",26.21,1248,88.5,5,9.33093729670082
"861",869,2016,8,"Audi A4 35 TDI Premium Plus","Coimbatore",60249,"Diesel","Automatic","First",18.25,1968,187.74,5,53.14
"862",870,2017,7,"Maruti Ciaz 1.4 Zeta","Mumbai",15000,"Petrol","Manual","First",20.73,1373,91.1,5,8.13652541887982
"863",871,2018,6,"Ford Freestyle Titanium Plus Diesel","Kolkata",3013,"Diesel","Manual","First",24.4,1498,98.63,5,9.12
"864",872,2013,11,"Toyota Etios GD","Kolkata",60000,"Diesel","Manual","First",23.59,1364,79.6830874422225,5,9.82006918349656
"865",873,2013,11,"Mahindra XUV500 W8 4WD","Hyderabad",83503,"Diesel","Manual","First",15.1,2179,140,7,25.4707723440622
"866",874,2011,13,"Chevrolet Cruze LTZ","Mumbai",69000,"Diesel","Manual","Second",18.3,1991,147.9,5,32.0308419552225
"867",875,2018,6,"Hyundai EON D Lite Plus Option","Kolkata",54000,"Petrol","Manual","First",21.1,814,55.2,5,4.26618125221715
"868",876,2013,11,"Maruti Ritz VDi","Bangalore",49000,"Diesel","Manual","First",23.2,1248,73.94,5,8.86101997741995
"869",877,2013,11,"Toyota Etios Liva GD","Hyderabad",86000,"Diesel","Manual","First",23.59,1364,76.7436610882889,5,9.10354958728865
"870",878,2010,14,"Maruti Wagon R VXI","Chennai",36000,"Petrol","Manual","Second",22.5,998,67.04,5,5.51
"871",879,2018,6,"Ford EcoSport 1.5 Ti VCT MT Titanium","Coimbatore",12899,"Petrol","Manual","First",15.85,1499,110.4,5,13.0534994873691
"872",880,2016,8,"Renault Duster 110PS Diesel RxZ AMT","Bangalore",56839,"Diesel","Automatic","First",19.6,1461,108.45,5,15.05
"873",881,2012,12,"Maruti Swift VVT ZXI","Pune",46972,"Petrol","Manual","First",22,1197,81.8,5,6.98284835375762
"874",882,2015,9,"Mahindra Xylo D4","Coimbatore",96012,"Diesel","Manual","First",14.95,2489,93.7,7,11.91
"875",884,2010,14,"Honda CR-V 2.4 AT","Ahmedabad",90000,"Petrol","Automatic","Third",10.1,2354,152,5,37.5777306759838
"876",885,2016,8,"Fiat Punto EVO 1.3 Emotion","Kochi",32835,"Diesel","Manual","First",20.5,1248,91.7,5,8.6
"877",886,2017,7,"Hyundai Creta 1.6 CRDi AT SX Plus","Kochi",60739,"Diesel","Automatic","First",17.01,1582,126.2,5,42.5775496897842
"878",887,2017,7,"Fiat Abarth 595 Competizione","Mumbai",19476,"Petrol","Automatic","First",19,1368,160,4,42.1937431121688
"879",888,2017,7,"Ford Ecosport 1.0 Ecoboost Platinum Edition","Mumbai",15000,"Petrol","Manual","First",18.88,999,123.24,5,13.1328271156489
"880",889,2011,13,"Jaguar XF 3.0 Litre S Premium Luxury","Hyderabad",53000,"Diesel","Automatic","First",14.74,2993,270.9,5,65.4784283688918
"881",890,2016,8,"Hyundai Grand i10 Sportz","Chennai",20000,"Petrol","Manual","Second",18.9,1197,82,5,7.03156027000643
"882",891,2008,16,"Mercedes-Benz M-Class ML 320 CDI","Hyderabad",67000,"Diesel","Automatic","First",8.7,2987,224.34,5,66.5944679586662
"883",892,2009,15,"Toyota Innova 2.5 V Diesel 7-seater","Bangalore",140000,"Diesel","Manual","Second",12.8,2494,102,7,17.0255112720198
"884",893,2011,13,"Honda Accord 2.4 AT","Delhi",25000,"Petrol","Automatic","Second",11.7,2354,177.6,5,46.1857568750382
"885",894,2007,17,"Maruti Wagon R LXI","Jaipur",69000,"Petrol","Manual","Second",18.9,998,67.1,5,5.11706065375324
"886",895,2013,11,"Hyundai i20 1.4 CRDi Magna","Hyderabad",65461,"Diesel","Manual","First",21.9,1396,90,5,10.7182733660584
"887",896,2014,10,"Maruti Swift VXI","Kolkata",33000,"Petrol","Manual","First",18.6,1197,85.8,5,7.06476647840454
"888",897,2011,13,"Honda City 1.5 E MT","Ahmedabad",52000,"Petrol","Manual","First",17,1497,118,5,11.309434398095
"889",898,2015,9,"Volkswagen Polo 1.2 MPI Comfortline","Kochi",29215,"Petrol","Manual","First",16.47,1198,74,5,6.95714439477237
"890",899,2010,14,"Hyundai Accent Executive LPG","Jaipur",40000,"LPG","Manual","Second",13.2,1495,93.7,5,10.6599583798249
"891",900,2017,7,"ISUZU D-MAX V-Cross 4X4","Jaipur",290000,"Diesel","Manual","First",12.4,2499,134,5,26.4683892778196
"892",901,2017,7,"Honda BR-V i-VTEC VX MT","Coimbatore",14519,"Petrol","Manual","First",15.4,1497,117.3,7,15.55
"893",902,2012,12,"Maruti Swift Dzire Tour LDI","Jaipur",350000,"Diesel","Manual","First",23.4,1248,74,5,9.00400705585066
"894",903,2014,10,"Honda Mobilio V i DTEC","Kolkata",39000,"Diesel","Manual","First",24.2,1498,98.6,7,13.5087130465464
"895",904,2016,8,"Maruti Ertiga VXI","Coimbatore",40130,"Petrol","Manual","First",16.02,1373,93.7,7,12.0005732756815
"896",905,2015,9,"Mitsubishi Pajero Sport 4X2 AT","Bangalore",58000,"Diesel","Automatic","First",13.5,2477,175.56,7,34.1
"897",906,2013,11,"Mercedes-Benz B Class 2012-2015 B200 Sport CDI","Bangalore",43000,"Diesel","Automatic","First",15,2147,107.3,5,41.9618001590704
"898",907,2017,7,"Maruti Eeco 5 STR With AC Plus HTR CNG","Mumbai",15500,"CNG","Manual","First",15.1,1196,73,5,6.99541633426956
"899",908,2011,13,"Volkswagen Vento 1.6 Trendline","Mumbai",34948,"Petrol","Manual","First",16.09,1598,103.5,5,10.36
"900",909,2006,18,"Maruti Versa DX2","Bangalore",98245,"Petrol","Manual","Third",11.3,1298,83.1,8,9.33233933848055
"901",910,2014,10,"Honda City i DTEC SV","Delhi",36390,"Diesel","Manual","First",26,1498,98.6,5,12.8681650883007
"902",911,2010,14,"Maruti Swift Dzire 1.2 Lxi BSIV","Mumbai",122000,"Petrol","Manual","First",17.5,1197,85.8,5,6.91717616502975
"903",912,2013,11,"Volkswagen Vento Diesel Trendline","Ahmedabad",79003,"Diesel","Manual","First",20.54,1598,103.6,5,13.4472187612825
"904",913,2013,11,"Skoda Laura 1.9 TDI AT Ambiente","Kochi",78830,"Diesel","Automatic","Second",17,1896,105,5,35.688882659514
"905",914,2011,13,"Honda Brio V MT","Mumbai",53000,"Petrol","Manual","First",19.4,1198,86.8,5,7.01013430098381
"906",915,2009,15,"Maruti A-Star Vxi","Chennai",53000,"Petrol","Manual","Second",19,998,66.1,5,5.52124853924537
"907",916,2011,13,"Maruti SX4 VDI","Jaipur",82000,"Diesel","Manual","Second",21.5,1248,88.8,5,10.7146362406484
"908",917,2013,11,"Hyundai Elantra 1.6 SX","Mumbai",95000,"Diesel","Manual","First",22.54,1582,126.2,5,20.69
"909",918,2017,7,"Maruti Alto K10 LXI","Kochi",18090,"Petrol","Manual","First",24.07,998,67.1,5,4.25
"910",919,2004,20,"Maruti Alto LX","Pune",70332,"Petrol","Manual","Third",19.7,796,46.3,5,4.33838348612829
"911",920,2018,6,"Datsun redi-GO T Option","Jaipur",46000,"Petrol","Manual","First",22.7,799,53.64,5,3.99
"912",921,2015,9,"Ford Ecosport 1.5 DV5 MT Titanium Optional","Kochi",63402,"Diesel","Manual","First",22.7,1498,89.84,5,10.5746032380859
"913",922,2017,7,"Honda City i DTec SV","Kolkata",13000,"Diesel","Manual","First",26,1498,98.6,5,12.4285836596425
"914",923,2010,14,"Mercedes-Benz New C-Class C 250 CDI Elegance","Pune",65505,"Diesel","Automatic","First",14.94,2143,204,5,46.259116836672
"915",924,2006,18,"Hyundai Sonata Embera 2.4L MT","Pune",154000,"Petrol","Manual","Third",13.2,2359,165,5,33.2772477788395
"916",925,2008,16,"Chevrolet Spark 1.0 LS","Bangalore",85142,"Petrol","Manual","Second",18,995,62,5,5.4600366453949
"917",926,2016,8,"Volkswagen Polo 1.2 MPI Highline","Jaipur",45000,"Petrol","Manual","First",16.2,1199,74,5,6.74920219953967
"918",927,2011,13,"Hyundai i10 Sportz 1.2","Delhi",48000,"Petrol","Manual","First",20.36,1197,78.9,5,7.08907884130126
"919",928,2012,12,"Toyota Etios Liva G","Delhi",77800,"Petrol","Manual","First",18.3,1197,81.5490091584783,5,7.09682896746772
"920",929,2016,8,"Maruti Alto K10 VXI","Kochi",39549,"Petrol","Manual","First",24.07,998,67.1,5,4.09
"921",930,2011,13,"Honda CR-V 2.4 AT","Kochi",100922,"Petrol","Automatic","Second",10.1,2354,152,5,53.8448263054269
"922",931,2013,11,"Hyundai Verna 1.6 VTVT EX AT","Chennai",55000,"Petrol","Automatic","First",17.01,1591,121.4,5,20.2577756851296
"923",932,2011,13,"Mercedes-Benz New C-Class C 250 CDI Elegance","Hyderabad",45000,"Diesel","Automatic","Second",14.94,2143,204,5,49.2571433546137
"924",933,2017,7,"Honda Amaze VX CVT i-VTEC","Jaipur",145000,"Petrol","Automatic","First",18.1,1199,88.7,5,8.45362163294966
"925",934,2011,13,"Mahindra Xylo E8","Kolkata",45000,"Diesel","Manual","First",14,2498,112,8,21.1728320991889
"926",935,2012,12,"Hyundai Sonata Transform 2.4 GDi AT","Bangalore",44000,"Petrol","Automatic","First",12.37,2359,198.25,5,64.0891691299383
"927",936,2015,9,"Hyundai Creta 1.4 CRDi S Plus","Bangalore",48000,"Diesel","Manual","First",21.38,1396,88.7,5,9.9864500042259
"928",937,2011,13,"Toyota Innova 2.5 G4 Diesel 7-seater","Kochi",64139,"Diesel","Manual","First",12.8,2494,102,7,15.0702817831163
"929",939,2013,11,"Maruti Alto 800 CNG LXI","Kolkata",14311,"CNG","Manual","First",30.46,796,47.3,5,4.49747263900412
"930",940,2016,8,"Hyundai i20 Magna 1.2","Bangalore",20000,"Petrol","Manual","First",18.6,1197,81.83,5,7.36589298536
"931",941,2018,6,"Mercedes-Benz SLC 43 AMG","Coimbatore",18338,"Petrol","Automatic","First",19,2996,362.07,2,49.0600995742369
"932",942,2019,5,"Hyundai i20 1.4 Sportz","Kochi",17964,"Diesel","Manual","First",22.54,1396,88.73,5,10.4509468158794
"933",943,2012,12,"Toyota Fortuner 4x2 4 Speed AT","Hyderabad",55500,"Diesel","Automatic","First",11.5,2982,169,7,23.6820470885618
"934",944,2008,16,"Mahindra Scorpio VLX 2WD Airbag BSIII","Chennai",130000,"Diesel","Manual","Second",12.05,2179,120,8,22.2253580401869
"935",945,2016,8,"Mercedes-Benz GLE 350d","Hyderabad",50000,"Diesel","Automatic","First",11.57,2987,254.79,5,92.01
"936",946,2015,9,"Volkswagen Polo 1.2 MPI Highline","Mumbai",49830,"Petrol","Manual","First",16.2,1199,74,5,6.82434375323029
"937",947,2009,15,"BMW 5 Series 2003-2012 520d","Kolkata",49000,"Diesel","Automatic","First",18.48,1995,177,5,51.971810183135
"938",948,2013,11,"Ford Ecosport 1.5 DV5 MT Ambiente","Kolkata",53967,"Diesel","Manual","First",22.7,1498,89.84,5,10.2386873469073
"939",949,2011,13,"Maruti SX4 Zxi BSIII","Mumbai",54000,"Petrol","Manual","First",15,1586,104.68,5,12.5653747014606
"940",950,2009,15,"Hyundai i20 1.4 Asta AT (O) with Sunroof","Hyderabad",75000,"Petrol","Automatic","First",15,1396,100,5,25.9415665737707
"941",951,2016,8,"Hyundai Xcent 1.1 CRDi S","Pune",100000,"Diesel","Manual","First",24.4,1120,71,5,9.04363460901038
"942",952,2015,9,"Renault Lodgy 110PS RxL","Chennai",142000,"Diesel","Manual","First",19.98,1461,108.5,8,13.4305484054653
"943",953,2012,12,"Renault Duster 110PS Diesel RxZ","Jaipur",83388,"Diesel","Manual","Second",19.01,1461,108.45,5,14.1489116778645
"944",954,2012,12,"Maruti Swift Dzire VXi","Delhi",62000,"Petrol","Manual","First",17.5,1298,85.8,5,6.94952998069018
"945",955,2016,8,"Honda City i DTec VX","Kolkata",61000,"Diesel","Manual","First",26,1498,98.6,5,12.6153022687159
"946",956,2011,13,"Audi A4 3.0 TDI Quattro Premium","Bangalore",45000,"Diesel","Automatic","First",14.94,2967,241.4,5,68.226030968789
"947",957,2013,11,"Mercedes-Benz E-Class 250 D W 124","Bangalore",33000,"Diesel","Manual","First",10,1796,157.7,5,23.9187140359171
"948",958,2014,10,"Toyota Innova 2.5 LE 2014 Diesel 8 Seater","Pune",113565,"Diesel","Manual","First",12.99,2494,100.6,8,19.2429494216107
"949",959,2008,16,"Volkswagen Jetta 2007-2011 2.0 TDI Trendline","Hyderabad",131000,"Diesel","Manual","First",15,1896,105,5,22.0132140593614
"950",960,2015,9,"Mahindra Bolero ZLX","Delhi",72253,"Diesel","Manual","First",15.96,2523,62.1,7,10.94
"951",961,2016,8,"Maruti Swift Dzire VXI","Coimbatore",46346,"Petrol","Manual","First",20.85,1197,83.14,5,7.04118445388705
"952",962,2016,8,"Honda City 1.5 V MT","Hyderabad",37000,"Petrol","Manual","First",17,1497,118,5,13.1005787003747
"953",963,2019,5,"Hyundai Grand i10 1.2 CRDi Sportz","Coimbatore",56371,"Diesel","Manual","First",24,1186,73.97,5,8.28
"954",964,2016,8,"Tata Indigo CS eVX","Pune",98500,"Diesel","Manual","First",25,1396,69.01,5,9.36675923308317
"955",965,2015,9,"Maruti Baleno Zeta 1.3","Ahmedabad",71588,"Diesel","Manual","First",27.39,1248,74,5,8.83943429243015
"956",966,2014,10,"Maruti Alto 800 2016-2019 LXI","Ahmedabad",68000,"Petrol","Manual","First",24.7,796,47.3,5,4.27540597007221
"957",967,2003,21,"Mercedes-Benz E-Class E240 V6 AT","Mumbai",66800,"Petrol","Automatic","Second",11.2,2497,203,5,75.2883276175886
"958",968,2016,8,"Maruti Swift Dzire Vdi BSIV","Chennai",90000,"Diesel","Manual","First",19.3,1248,73.9,5,9.01615681825044
"959",969,2013,11,"Nissan Terrano XE 85 PS","Jaipur",54000,"Diesel","Manual","First",20.45,1461,83.8,5,10.0794530648556
"960",970,2011,13,"Mercedes-Benz New C-Class C 200 CGI","Mumbai",87248,"Petrol","Automatic","Second",14.74,1991,184,5,33.7204543794091
"961",971,2017,7,"Maruti Celerio VXI","Pune",9052,"Petrol","Manual","First",23.1,998,67.04,5,4.88060582599254
"962",972,2014,10,"Hyundai Santro Xing GLS","Delhi",67320,"Petrol","Manual","First",17.92,1086,62.1,5,6.84999291608271
"963",973,2018,6,"Volkswagen Polo 1.2 MPI Highline","Kochi",28635,"Petrol","Manual","First",16.2,1199,74,5,6.90717853056483
"964",974,2016,8,"Mahindra Bolero ZLX","Kochi",78904,"Diesel","Manual","First",15.96,2523,62.1,7,10.94
"965",975,2018,6,"BMW 5 Series 2013-2017 530d M Sport","Kochi",16409,"Diesel","Automatic","First",14.69,2993,258,5,63.4707588582651
"966",976,2012,12,"Honda City 1.5 V MT Sunroof","Delhi",61180,"Petrol","Manual","Second",16.8,1497,116.3,5,11.5516402639018
"967",977,2014,10,"Hyundai i20 Sportz 1.2","Delhi",59577,"Petrol","Manual","Second",18.5,1197,82.85,5,7.1565801365414
"968",978,2016,8,"Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV","Mumbai",24104,"Diesel","Manual","First",12.99,2494,100,8,20.7351482059734
"969",979,2008,16,"BMW 5 Series 2007-2010 525d Sedan","Mumbai",69000,"Diesel","Automatic","Third",16.73,2495,218,5,58.2324051651727
"970",980,2015,9,"Volkswagen Polo GT TSI","Bangalore",35000,"Petrol","Automatic","First",17.21,1197,103.6,5,20.6421481440998
"971",981,2014,10,"Mitsubishi Pajero Sport 4X2 AT","Ahmedabad",75000,"Diesel","Automatic","First",13.5,2477,175.56,7,32.41
"972",982,2014,10,"Maruti Ertiga VXI","Jaipur",98000,"Petrol","Manual","First",16.02,1373,93.7,7,11.1019854443235
"973",983,2014,10,"Audi A6 2011-2015 2.0 TDI Technology","Chennai",51843,"Diesel","Automatic","Third",17.68,1968,174.33,5,52.5260331817958
"974",984,2013,11,"Maruti Swift Dzire VDI","Jaipur",80000,"Diesel","Manual","Second",23.4,1248,74,5,8.79588327614057
"975",985,2009,15,"Toyota Fortuner 3.0 Diesel","Pune",110000,"Diesel","Manual","Third",11.5,2982,171,7,26.8968725767972
"976",986,2015,9,"Hyundai i10 Sportz 1.1L","Kochi",75383,"Petrol","Manual","First",19.81,1086,68.05,5,6.0059468586443
"977",987,2017,7,"Mahindra TUV 300 2015-2019 T8 AMT","Kochi",31861,"Diesel","Automatic","First",18.49,1493,100,7,29.6247284400299
"978",988,2011,13,"Mercedes-Benz New C-Class C 220 CDI CLASSIC","Mumbai",57900,"Diesel","Manual","First",15.8,2148,170,5,28.2337016497376
"979",989,2014,10,"Maruti Swift Dzire Ldi BSIV","Delhi",48000,"Diesel","Manual","First",19.3,1248,73.9,5,8.95202096474127
"980",990,2015,9,"Hyundai i20 Magna","Kochi",33544,"Petrol","Manual","First",18.5,1197,82.85,5,6.90890123382088
"981",991,2015,9,"Maruti Swift VDI BSIV","Chennai",65000,"Diesel","Manual","First",25.2,1248,74,5,9.52727505956255
"982",992,2017,7,"Toyota Innova Crysta 2.4 VX MT 8S","Coimbatore",103189,"Diesel","Manual","First",13.68,2393,147.8,8,24.01
"983",993,2017,7,"Toyota Etios V","Kochi",35007,"Petrol","Manual","First",16.78,1496,88.73,5,10.4120906399925
"984",994,2010,14,"Toyota Corolla Altis Diesel D4DG","Pune",98000,"Diesel","Manual","First",21.43,1364,87.2,5,10.168602201696
"985",995,2017,7,"Hyundai Grand i10 1.2 CRDi Magna","Hyderabad",25678,"Diesel","Manual","First",24,1186,73.97,5,7.9
"986",996,2015,9,"Maruti SX4 ZDI","Coimbatore",65636,"Diesel","Manual","First",21.79,1248,88.73,5,10.2502549617833
"987",997,2015,9,"Audi A6 2011-2015 35 TDI Premium","Kochi",21730,"Diesel","Automatic","First",17.68,1968,174.33,5,51.6001655556198
"988",998,2013,11,"Honda Amaze S i-Vtech","Chennai",46112,"Petrol","Manual","First",18,1198,86.7,5,6.92743038543917
"989",999,2015,9,"Hyundai i20 Magna 1.2","Kolkata",20000,"Petrol","Manual","First",18.6,1197,81.83,5,7.31921543391906
"990",1000,2013,11,"Mahindra XUV500 W6 2WD","Hyderabad",67000,"Diesel","Manual","First",15.1,2179,140,7,25.4486032081394
"991",1001,2016,8,"Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde","Ahmedabad",29000,"Diesel","Automatic","First",13,2143,204,5,51.33249296564
"992",1002,2014,10,"Hyundai Verna 1.4 CRDi","Pune",86000,"Diesel","Manual","First",24.8,1396,88.7,5,9.88886678880925
"993",1003,2013,11,"Honda Amaze EX i-Vtech","Hyderabad",34000,"Petrol","Manual","First",18,1198,86.7,5,6.9774475049922
"994",1004,2014,10,"Audi A4 2.0 TDI Premium Sport Limited Edition","Bangalore",36000,"Diesel","Automatic","First",17.11,1968,174.33,5,51.8420273743968
"995",1005,2013,11,"Hyundai i10 Magna","Mumbai",49000,"Petrol","Manual","First",20.36,1197,78.9,5,7.17044740946166
